day,percent.001,percent.023,percent.159,percent.5,percent.841,percent.977,percent.999
2681,2016-05-04,4795213600,6810712800,19270162400,3.5284e+10,91505596000,150605212000,160165444000
2682,2016-05-05,4777065600,6789308800,19228630400,3.5213e+10,91205504000,150031488000,159547456000
2683,2016-05-06,4770674800,6780920400,19207893200,3.5175e+10,91092812000,149835564000,159338068000
2684,2016-05-07,4777814800,6791140400,19237153200,3.523e+10,91230416000,150060752000,159577424000
2685,2016-05-08,4772515600,6783658800,19216180400,3.5191e+10,91129280000,149892160000,159397920000
2686,2016-05-09,4746625200,6746979600,19112806800,3.5001e+10,90634520000,149076440000,158530280000
2687,2016-05-10,4743664800,6742690400,19100303200,3.4978e+10,90576496000,148982512000,158430544000
2688,2016-05-11,4773224800,6784570400,19218343200,3.5194e+10,91139104000,149910688000,159417856000
2689,2016-05-12,4773535600,6785118800,19220360400,3.5198e+10,91146560000,149920320000,159427840000
2690,2016-05-13,4731432800,6725354400,19051415200,3.489e+10,90344576000,148598272000,158021664000
2691,2016-05-14,4693609200,6671611600,18899262800,3.4611e+10,89624540000,147416380000,156765060000
2692,2016-05-15,4699310800,6679548400,18921017200,3.4651e+10,89731224000,147594328000,156954536000
2693,2016-05-16,4674850800,6644968400,18823877200,3.4472e+10,89265476000,146825572000,156136764000
2694,2016-05-17,4640083200,6595513600,18683628800,3.4216e+10,88599188000,145728436000,154969932000
2695,2016-05-18,4688090800,6663488400,18875037200,3.4565e+10,89512768000,147237696000,156575552000
2696,2016-05-19,4652418800,6613032400,18733189200,3.4307e+10,88837928000,146122216000,155388792000
2697,2016-05-20,4573412800,6500894400,18416235200,3.3726e+10,87329548000,143637356000,152745972000
2698,2016-05-21,4618240400,7199729200,23158023600,4.9814e+10,152617880000,153526360000,153673320000
2699,2016-05-22,4591270400,5622419200,11996793600,3.4161e+10,88464588000,145512236000,154740532000
2700,2016-05-23,4642613200,6576703600,18532898800,3.424e+10,88665764000,145840708000,155089596000
2701,2016-05-24,4626463600,6702462800,19535912400,3.4071e+10,88227756000,145118732000,154321684000
2702,2016-05-25,4632193600,6735252800,19735982400,3.4104e+10,88316524000,145268428000,154481236000
2703,2016-05-26,4635150800,6743868400,19779577200,3.4125e+10,8.8369e+10,1.45353e+11,1.54571e+11
2704,2016-05-27,4631505200,6739219600,19768726800,3.4097e+10,88299880000,145240360000,154451320000
2705,2016-05-28,4634876000,6744148000,19783284000,3.4122e+10,88362816000,145343552000,154561024000
2706,2016-05-29,4631206400,6738947200,19768617600,3.4096e+10,88294332000,145231004000,154441348000
2707,2016-05-30,4622938800,6726992400,19733869200,3.4034e+10,88135172000,144968484000,154162108000
2708,2016-05-31,4621400800,6724618400,19726327200,3.4023e+10,88106160000,144921520000,154112240000
2709,2016-06-01,4609563200,6707553600,19676948800,3.3936e+10,87879152000,144546544000,153713328000
2710,2016-06-02,4631895600,6739398800,19767600400,3.4099e+10,88304792000,145249624000,154461288000
2711,2016-06-03,4632122800,6740224400,19772125200,3.4102e+10,88310976000,145259072000,154471264000
2712,2016-06-04,4618141600,6720056800,19713714400,3.4e+10,88043860000,144818420000,154002540000
2713,2016-06-05,4596908800,6689302400,19624099200,3.3843e+10,87639140000,144152580000,153294460000
2714,2016-06-06,4563830400,6641299200,19483833600,3.36e+10,87007412000,143111764000,152187468000
2715,2016-06-07,4533198400,6596763200,19353345600,3.3375e+10,86425616000,142155152000,151170224000
2716,2016-06-08,4505319600,6556150800,19234016400,3.317e+10,85895024000,141282928000,150242736000
2717,2016-06-09,4488055200,6530869600,19159176800,3.3042e+10,85564336000,140738992000,149664304000
2718,2016-06-10,4487632800,6529954400,19155215200,3.3038e+10,85556880000,140729360000,149654320000
2719,2016-06-11,4493143200,6537893600,19178168800,3.3079e+10,85659924000,140898228000,149833836000
2720,2016-06-12,4495494000,6541362000,19188546000,3.3096e+10,85705580000,140973260000,149913620000
2721,2016-06-13,4460495200,6490989600,19043136800,3.284e+10,85039928000,139876216000,148746792000
2722,2016-06-14,4433732000,6451836000,18927388000,3.2642e+10,84527252000,139032244000,147849228000
2723,2016-06-15,4422591600,6435406800,18878264400,3.2559e+10,84314980000,138685060000,147480220000
2724,2016-06-16,4450641600,6475556800,18993214400,3.2764e+10,84848576000,139566272000,148417664000
2725,2016-06-17,4482907200,6522465600,19130644800,3.3002e+10,85464932000,140579204000,149494748000
2726,2016-06-18,4494872400,6540265200,19184511600,3.3091e+10,85693848000,140954456000,149893672000
2727,2016-06-19,4491613200,6535703600,19171898800,3.3068e+10,85631548000,140851356000,149783972000
2728,2016-06-20,4490999600,6534790800,19169136400,3.3063e+10,85619816000,140832552000,149764024000
2729,2016-06-21,4489876000,6533148000,19164284000,3.3054e+10,85597624000,140795128000,149724136000
2730,2016-06-22,4432532800,6450654400,18926315200,3.2635e+10,84505696000,138994912000,147809344000
2731,2016-06-23,4383915200,6379649600,18716916800,3.2276e+10,83576568000,137466296000,146183752000
2732,2016-06-24,4410817600,6417604800,18823198400,3.2471e+10,84090976000,138319072000,147091264000
2733,2016-06-25,4405741600,6410856800,18806114400,3.2435e+10,83995388000,138159836000,146921732000
2734,2016-06-26,4395426000,6395798000,18761734000,3.236e+10,83796756000,137831732000,146572684000
2735,2016-06-27,4418172800,6428374400,18855075200,3.2526e+10,84228580000,138544260000,147330620000
2736,2016-06-28,4425129600,6438780800,18886806400,3.2577e+10,84360636000,138760092000,147560004000
2737,2016-06-29,4391768400,6390873200,18748975600,3.2334e+10,83728908000,137719276000,146453012000
2738,2016-06-30,4388576800,6385666400,18731311200,3.2309e+10,83665336000,137615992000,146343304000
2739,2016-07-01,4371029600,6360480800,18658906400,3.218e+10,83330372000,137062884000,145754908000
2740,2016-07-02,4331727600,6303534800,18492888400,3.1892e+10,82583232000,135834304000,144448448000
2741,2016-07-03,4323125200,6290479600,18452306800,3.1827e+10,82416616000,135562152000,144159224000
2742,2016-07-04,4305474400,6265111200,18379229600,3.1698e+10,82081016000,135008952000,143570824000
2743,2016-07-05,4289130400,6241199200,18308533600,3.1577e+10,81771884000,134502348000,143032276000
2744,2016-07-06,4280344800,6228330400,18270423200,3.1512e+10,81601628000,134221116000,142733092000
2745,2016-07-07,4264622400,6205515200,18203761600,3.1397e+10,81304228000,133733316000,142214492000
2746,2016-07-08,4268893600,6211352800,18219282400,3.1427e+10,81383808000,133864576000,142354112000
2747,2016-07-09,4241150400,6171659200,18105713600,3.1224e+10,80855124000,132992628000,141426636000
2748,2016-07-10,4268666400,6210527200,18214757600,3.1424e+10,81376988000,133855036000,142344132000
2749,2016-07-11,4270638800,6214092400,18228169200,3.1441e+10,81418368000,133920896000,142413952000
2750,2016-07-12,4261956800,6201406400,18190731200,3.1376e+10,81252388000,133648836000,142124732000
2751,2016-07-13,4275220800,6220478400,18245707200,3.1474e+10,81503496000,134061512000,142563544000
2752,2016-07-14,4275432000,6220936000,18247688000,3.1475e+10,81509044000,134070868000,142573516000
2753,2016-07-15,4253191200,6188997600,18155800800,3.1313e+10,81087680000,133376960000,141835520000
2754,2016-07-16,4206952400,6122105200,17961231600,3.0973e+10,80205480000,131923560000,140289720000
2755,2016-07-17,4165486800,6061596400,17783001200,3.0668e+10,79413320000,130620040000,138903480000
2756,2016-07-18,4141887200,6027005600,17680464800,3.0493e+10,78962308000,129879076000,138115612000
2757,2016-07-19,4153190800,6042788400,17723937200,3.0574e+10,79176948000,130235156000,138494572000
2758,2016-07-20,4171367600,6069254800,17801648400,3.0709e+10,79524280000,130807160000,139102920000
2759,2016-07-21,4160259200,6053561600,17757612800,3.0628e+10,79313916000,130460252000,138733924000
2760,2016-07-22,4168510800,6065148400,17789817200,3.0687e+10,79468164000,130713508000,139003196000
2761,2016-07-23,4130978000,6011494000,17636502000,3.0414e+10,78756856000,129541432000,137756584000
2762,2016-07-24,4141648000,6025904000,17674032000,3.049e+10,78959128000,129878616000,138115592000
2763,2016-07-25,4133711200,6014957600,17644480800,3.0433e+10,78807424000,129625728000,137846336000
2764,2016-07-26,4136141600,6018056800,17651714400,3.0449e+10,78852444000,129700668000,137926116000
2765,2016-07-27,4131153200,6011123600,17632758800,3.0414e+10,78760496000,129550512000,137766544000
2766,2016-07-28,4120024800,5994970400,17585543200,3.0332e+10,78545220000,129194340000,137387580000
2767,2016-07-29,4107565600,5976808800,17532130400,3.024e+10,78310756000,128809732000,136978684000
2768,2016-07-30,4075925600,5931088800,17399370400,3.0008e+10,77707404000,127815788000,135921556000
2769,2016-07-31,4050389600,5893760800,17289146400,2.9819e+10,77217556000,127009332000,135063884000
2770,2016-08-01,4042209600,5881620800,17252526400,2.9758e+10,77062036000,126755892000,134794604000
2771,2016-08-02,4045265600,5885908800,17264430400,2.978e+10,77119424000,126849728000,134894336000
2772,2016-08-03,4051800000,5895400000,17292200000,2.9829e+10,77244660000,127056020000,135113740000
2773,2016-08-04,4024359600,5856070800,17179376400,2.9628e+10,76722160000,126193520000,134196240000
2774,2016-08-05,4015247200,5842285600,17136704800,2.956e+10,76548724000,125911828000,133897036000
2775,2016-08-06,4010450000,5835350000,17116550000,2.9524e+10,76457412000,125761764000,133737468000
2776,2016-08-07,4007178800,5830512400,17102029200,2.95e+10,76394476000,125658572000,133627764000
2777,2016-08-08,3994018400,5811623200,17047725600,2.9404e+10,76144640000,125246080000,133188960000
2778,2016-08-09,3985639200,5799301600,17011032800,2.9342e+10,75984844000,124983468000,132909716000
2779,2016-08-10,3972678000,5780594000,16956802000,2.9247e+10,75739284000,124580148000,132480876000
2780,2016-08-11,3972765600,5780408800,16954930400,2.9247e+10,75738648000,124580056000,132480872000
2781,2016-08-12,3966239200,5771101600,16928432800,2.9199e+10,75614048000,124373856000,132261472000
2782,2016-08-13,3972861200,5780407600,16954330800,2.9247e+10,75738648000,124580056000,132480872000
2783,2016-08-14,3953688400,5753033200,16876255600,2.9108e+10,75375308000,123980076000,131842612000
2784,2016-08-15,3941424400,5734961200,16822279600,2.9016e+10,75140208000,123595376000,131433712000
2785,2016-08-16,3947843200,5743993600,16847468800,2.9063e+10,75264172000,123801484000,131653108000
2786,2016-08-17,3928264000,5716072000,16767976000,2.892e+10,74890372000,123182884000,130994908000
2787,2016-08-18,3914876400,5696357200,16709147600,2.8821e+10,74634352000,122760944000,130546128000
2788,2016-08-19,3876714000,5641422000,16550526000,2.8542e+10,73910040000,121569880000,129279560000
2789,2016-08-20,3858310000,5614130000,16468290000,2.8405e+10,73556524000,120988428000,128661236000
2790,2016-08-21,3843504000,5592592000,16405136000,2.8296e+10,73275768000,120528696000,128172552000
2791,2016-08-22,3850934800,5602900400,16433233200,2.8349e+10,73417012000,120762964000,128421868000
2792,2016-08-23,3847580000,5598340000,16421220000,2.8325e+10,73351072000,120650784000,128302208000
2793,2016-08-24,3851548400,5603813200,16435995600,2.8354e+10,73428108000,120781676000,128441812000
2794,2016-08-25,3843296800,5592226400,16403791200,2.8294e+10,73270856000,120519432000,128162584000
2795,2016-08-26,3829614400,5572331200,16345489600,2.8193e+10,73008652000,120088044000,127703828000
2796,2016-08-27,3825928800,5566762400,16328279200,2.8166e+10,72939532000,119975404000,127584148000
2797,2016-08-28,3822661600,5562016800,16314394400,2.8142e+10,72877232000,119872304000,127474448000
2798,2016-08-29,3815111200,5551157600,16283080800,2.8087e+10,72734080000,119637760000,127225120000
2799,2016-08-30,3779801600,5500236800,16135654400,2.7828e+10,72062244000,118531268000,126048316000
2800,2016-08-31,3756915200,5466649600,16035916800,2.7659e+10,71623600000,117809200000,125280400000
2801,2016-09-01,3752309200,5459711600,16014562800,2.7624e+10,71536564000,117668308000,125130796000
2802,2016-09-02,3754241600,5462356800,16021614400,2.7638e+10,71571124000,117724628000,125190636000
2803,2016-09-03,3735985200,5436259600,15947046800,2.7505e+10,71224428000,117152716000,124582292000
2804,2016-09-04,3742388000,5444924000,15969692000,2.755e+10,71347120000,117358640000,124801680000
2805,2016-09-05,3733730000,5432790000,15936070000,2.7487e+10,71179408000,117077776000,124502512000
2806,2016-09-06,3751568000,5458064000,16007312000,2.7617e+10,71518648000,117640056000,125100872000
2807,2016-09-07,3743635200,5447209600,15978396800,2.7561e+10,71371856000,117396432000,124841584000
2808,2016-09-08,3723725200,5418279600,15893706800,2.7414e+10,70990600000,116768200000,124173400000
2809,2016-09-09,3729116000,5425668000,15913444000,2.7452e+10,71091736000,116936792000,124352904000
2810,2016-09-10,3713314000,5403222000,15849926000,2.7337e+10,70791332000,116440004000,123824348000
2811,2016-09-11,3675952400,5349105200,15692231600,2.7063e+10,70079388000,115267836000,122577732000
2812,2016-09-12,3643682800,5302104400,15554165200,2.6826e+10,69467944000,114264168000,121510616000
2813,2016-09-13,3651404400,5312501200,15581099600,2.688e+10,69609824000,114498528000,121759936000
2814,2016-09-14,3670190800,5339788400,15660937200,2.7019e+10,69968888000,115089336000,122388232000
2815,2016-09-15,3686120400,5362969200,15728943600,2.7136e+10,70274840000,115595480000,122926760000
2816,2016-09-16,3680016400,5354577200,15706407600,2.7092e+10,70157060000,115398820000,122717340000
2817,2016-09-17,3691838000,5371274000,15753242000,2.7178e+10,70383432000,115773704000,123116248000
2818,2016-09-18,3686244000,5363612000,15732796000,2.7137e+10,70276748000,115595756000,122926772000
2819,2016-09-19,3637774000,5293802000,15531066000,2.6783e+10,69355076000,114076772000,121311164000
2820,2016-09-20,3600077600,5238584800,15367538400,2.6504e+10,68635040000,112894880000,120054560000
2821,2016-09-21,3570668800,5195782400,15241939200,2.6287e+10,68071796000,111966612000,119067244000
2822,2016-09-22,3597985600,5234468800,15350910400,2.6486e+10,68593024000,112828928000,119984736000
2823,2016-09-23,3583634000,5214582000,15296806000,2.6383e+10,68321632000,112379104000,119506048000
2824,2016-09-24,3553719200,5171141600,15169752800,2.6163e+10,67751568000,111441296000,118508752000
2825,2016-09-25,3564405200,5185919600,15209826800,2.624e+10,67954476000,111778572000,118867764000
2826,2016-09-26,3617262000,5262026000,15429658000,2.6627e+10,68957636000,113429092000,120623004000
2827,2016-09-27,3618947600,5265594800,15444868400,2.6642e+10,68993468000,113485596000,120682852000
2828,2016-09-28,3585889200,5218051600,15307782800,2.64e+10,68363012000,112444964000,119575868000
2829,2016-09-29,3537702000,5148146000,15103618000,2.6046e+10,67445616000,110935152000,117970224000
2830,2016-09-30,3515724000,5115652000,15006116000,2.5883e+10,67026620000,110250140000,117242180000
2831,2016-10-01,3535598000,5143754000,15085082000,2.6027e+10,67402328000,110869016000,117900392000
2832,2016-10-02,3507671600,5104246800,14973984400,2.5824e+10,66874280000,109997160000,116972920000
2833,2016-10-03,3531812800,5138094400,15067835200,2.5999e+10,67331936000,110756192000,117780704000
2834,2016-10-04,3546742400,5160275200,15134841600,2.611e+10,67614600000,111216200000,118269400000
2835,2016-10-05,3515943200,5116293600,15009368800,2.5885e+10,67029164000,110250508000,117242196000
2836,2016-10-06,3488670000,5076410000,14891530000,2.5684e+10,66509668000,109396996000,116334652000
2837,2016-10-07,3511600000,5108800000,14982400000,2.585e+10,66945132000,110118604000,117102548000
2838,2016-10-08,3561209600,5180620800,15191526400,2.6215e+10,67890904000,111675288000,118758056000
2839,2016-10-09,3540750000,5152250000,15114250000,2.6068e+10,67502368000,111028896000,118069952000
2840,2016-10-10,3495527200,5086725600,14923224800,2.5735e+10,66641724000,109612828000,116564036000
2841,2016-10-11,3493953200,5083523600,14909958800,2.5721e+10,66610168000,109565496000,116514152000
2842,2016-10-12,3483554000,5068742000,14868086000,2.5646e+10,66412172000,109237484000,116165108000
2843,2016-10-13,3449770400,5019919200,14726293600,2.5398e+10,65768712000,108177864000,115038168000
2844,2016-10-14,3386478400,4928203200,14458865600,2.4933e+10,64565012000,106198964000,112933868000
2845,2016-10-15,1194714000,1214822000,1339126000,2385100000,6553902400,7332692800,7458673600
2846,2016-10-16,1116519200,1180741600,1577752800,2202200000,3191722800,4667431600,4906149200
2847,2016-10-17,36530608,40217984,63012672,910400000,2137204400,3095786800,3250851600
2848,2016-10-18,1783879200,2568821600,7421192800,1.3498e+10,33829532000,55705404000,59244148000
2849,2016-10-19,3005858000,4355734000,12700422000,2.2094e+10,56800488000,93434536000,99360632000
2850,2016-10-20,3236490800,4692688400,13694637200,2.3725e+10,61139716000,100562852000,106940124000
2851,2016-10-21,3289391600,4769806800,13921464400,2.4103e+10,62134324000,102195028000,108675436000
2852,2016-10-22,3268876000,4740148000,13835284000,2.3951e+10,61746248000,101557256000,107997272000
2853,2016-10-23,3245595200,4706289600,13736036800,2.378e+10,61306968000,100835096000,107229352000
2854,2016-10-24,3184446800,4617676400,13477641200,2.3332e+10,60153836000,98940492000,105214804000
2855,2016-10-25,3183426800,4616216400,13473461200,2.3325e+10,60132916000,98903252000,105174924000
2856,2016-10-26,3217011200,4664857600,13615180800,2.357e+10,60765916000,99944252000,106281924000
2857,2016-10-27,3207620000,4651260000,13575580000,2.3502e+10,60592480000,99662560000,105982720000
2858,2016-10-28,50021540,63145420,144274860,270790000,329388520,372054440,378956280
2859,2016-10-29,436445560,437007880,440484040,4979500000,15334224000,19885328000,20621536000
2860,2016-10-30,1849243200,2576193600,7070068800,1.9952e+10,36790140000,60663580000,64525460000
2861,2016-10-31,263157520,336582960,790485680,2530600000,7035898800,8774903600,9056213200
2862,2016-11-01,2558388000,2586724000,2761892000,3610400000,6445108000,9435476000,9919212000
2863,2016-11-02,1616801200,2329627600,6736190800,1.184e+10,30133636000,49581092000,52727004000
2864,2016-11-03,2785398000,4015154000,11617282000,2.0423e+10,51932672000,85441984000,90862608000
2865,2016-11-04,2992769200,4314291600,12483702800,2.1946e+10,55802704000,91807888000,97632256000
2866,2016-11-05,3018894800,4351980400,12592873200,2.2138e+10,56290096000,92609712000,98484944000
2867,2016-11-06,3007264400,4335281200,12544839600,2.2053e+10,56072548000,92252356000,98104972000
2868,2016-11-07,3017568000,4350064000,12587312000,2.2128e+10,56264176000,92567472000,98440064000
2869,2016-11-08,3039816800,4382186400,12680471200,2.2292e+10,56679628000,93251116000,99167092000
2870,2016-11-09,3030326000,4368498000,12640834000,2.2222e+10,56501824000,92958528000,98855936000
2871,2016-11-10,3024915200,4360649600,12617916800,2.2182e+10,56401144000,92792568000,98679416000
2872,2016-11-11,3009404000,4338292000,12553236000,2.2068e+10,56111928000,92316216000,98172792000
2873,2016-11-12,3020835200,4354809600,12601196800,2.2152e+10,56325384000,92667848000,98546776000
2874,2016-11-13,3024098400,4359463200,12614445600,2.2176e+10,56386592000,92768224000,98653488000
2875,2016-11-14,3010730800,4340208400,12558797200,2.2078e+10,56137212000,92358364000,98217668000
2876,2016-11-15,2976242000,4290566000,12415478000,2.1825e+10,55494844000,91301468000,97093716000
2877,2016-11-16,2959607200,4266565600,12345944800,2.1704e+10,55184892000,90791324000,96551188000
2878,2016-11-17,2954503200,4259173600,12324408800,2.1666e+10,55088760000,90633720000,96383640000
2879,2016-11-18,2943789200,4243751600,12279882800,2.1587e+10,54889492000,90305524000,96034588000
2880,2016-11-19,2905316000,4188268000,12119244000,2.1305e+10,54171728000,89124816000,94778992000
2881,2016-11-20,780642520,854837960,1313500680,1658300000,2393159600,2455121200,2465144400
2882,2016-11-21,107972680,129591640,263236120,4.82e+08,971980600,1575358200,1672963400
2883,2016-11-22,1544759200,2217061600,6373112800,1.1227e+10,28438536000,46784392000,49752104000
2884,2016-11-23,2645073200,3797283600,10920038800,1.9156e+10,48678440000,80072680000,85151160000
2885,2016-11-24,2840447200,4077885600,11727504800,2.0564e+10,52272352000,85982944000,91436128000
2886,2016-11-25,2848814400,4089931200,11762289600,2.0623e+10,52425600000,86235200000,91704400000
2887,2016-11-26,2806679600,4029430800,11588256400,2.0318e+10,51649356000,84957932000,90346084000
2888,2016-11-27,94671752,110726296,209972568,301340000,535845280,592704160,601901920
2889,2016-11-28,1575024400,1694361200,2432079600,3.399e+09,3872069600,4533791200,4640834400
2890,2016-11-29,1469514400,2103431200,6022189600,1.0531e+10,26739972000,43970084000,46757308000
2891,2016-11-30,2549382400,3648995200,10446601600,1.828e+10,46394984000,76291048000,81127176000
2892,2016-12-01,2701055600,3866078800,11068040400,1.9368e+10,49155628000,80831116000,85955092000
2893,2016-12-02,2662399200,3810781600,10909872800,1.9092e+10,48452780000,79675660000,84726420000
2894,2016-12-03,2687488800,3846642400,11012319200,1.9272e+10,48909704000,80426888000,85525256000
2895,2016-12-04,2733596000,3912708000,11201764000,1.9602e+10,49749520000,81807440000,86993280000
2896,2016-12-05,2739612400,3921285200,11226171600,1.9645e+10,49858476000,81986572000,87183764000
2897,2016-12-06,2748688800,3934242400,11263119200,1.971e+10,50022456000,82256632000,87470984000
2898,2016-12-07,2754709200,3942911600,11288162800,1.9754e+10,50133140000,82438580000,87664460000
2899,2016-12-08,2994651600,10376786800,56011804400,9.5954e+10,252223080000,361550760000,379236120000
2900,2016-12-09,306563160,307292680,311802440,509160000,587220800,616977600,621791200
2901,2016-12-10,1404104800,2066410400,6160663200,1.3078e+10,26240668000,41927996000,44465652000
2902,2016-12-11,53325852,70240596,174804468,589050000,1029057840,1635106480,1733143760
2903,2016-12-12,1400408800,2058402400,6125999200,1.3094e+10,26187652000,41851044000,44384828000
2904,2016-12-13,2395427600,3524634800,10505188400,2.2326e+10,44771256000,71538232000,75868184000
2905,2016-12-14,2526148000,3717404000,11081532000,2.3537e+10,47212140000,75437580000,80003460000
2906,2016-12-15,2457680000,3616640000,10781120000,2.2898e+10,45931992000,73392024000,77834088000
2907,2016-12-16,12946452,13132396,14281868,39235000,80969612,128125164,135753268
2908,2016-12-17,909256960,944390080,1161576640,1.2441e+10,24957792000,39878624000,42292288000
2909,2016-12-18,2284922000,2857406000,6396398000,2.1505e+10,43138148000,68927556000,73099372000
2910,2016-12-19,2474248400,3537913200,10113295600,2.3096e+10,46328696000,74025912000,78506344000
2911,2016-12-20,2511849600,3661340800,10767286400,2.3417e+10,46972044000,75053868000,79596516000
2912,2016-12-21,2514947600,3677594800,10864868400,2.3441e+10,47020336000,75130992000,79678304000
2913,2016-12-22,2522598000,3690754000,10912082000,2.351e+10,47160392000,75354824000,79915688000
2914,2016-12-23,2496261200,3652607600,10800930800,2.3265e+10,46668468000,74568596000,79081852000
2915,2016-12-24,1832492400,1874125200,2131491600,3281900000,6833371600,8531685200,8806412400
2916,2016-12-25,1387272000,2011456000,5870048000,1.3947e+10,25802916000,41317252000,43826924000
2917,2016-12-26,2280571200,3322737600,9765220800,2.1293e+10,42221064000,67476808000,71562296000
2918,2016-12-27,2437405200,3552919600,10448826800,2.2587e+10,45104208000,72071376000,76433712000
2919,2016-12-28,2454570000,3578110000,10523630000,2.2719e+10,45418332000,72571004000,76963348000
2920,2016-12-29,2464989200,3593351600,10568682800,2.281e+10,45609408000,72875776000,77286512000
2921,2016-12-30,2461212000,3587876000,10552708000,2.2775e+10,45540744000,72765768000,77169816000
2922,2016-12-31,2464786000,3593078000,10567974000,2.2808e+10,45606952000,72871144000,77281528000
2923,2017-01-01,2447836400,3568437200,10495787600,2.2651e+10,45293736000,72370792000,76750904000
2924,2017-01-02,2427715200,3539049600,10409116800,2.2464e+10,44919496000,71773512000,76117544000
2925,2017-01-03,750414360,838510280,1383103240,9520200000,12753316000,13362052000,13460524000
2926,2017-01-04,43097768,43884664,48749112,65294000,107011232,158630304,166980448
2927,2017-01-05,25039848,38720504,123291832,186800000,310284280,492127160,521542920
2928,2017-01-06,1346446800,1908476400,5382841200,1.1419e+10,22851996000,36446012000,38645044000
2929,2017-01-07,2290735200,3248509600,9169296800,1.9404e+10,38871272000,61990184000,65730008000
2930,2017-01-08,59896740,61409020,70757660,101050000,143247160,197478520,206251240
2931,2017-01-09,12877404,13612292,18155236,227390000,451347960,661816120,695862440
2932,2017-01-10,100053016,118907368,235461544,395150000,525984400,547526800,551011600
2933,2017-01-11,4880434.4,4887791.2,4933269.6,51761000,96820504,148166488,156472456
2934,2017-01-12,100179148,192934404,766330532,7696500000,29343384000,32229848000,32696776000
2935,2017-01-13,76381836,81240228,111273924,666090000,1844998400,2182604800,2237217600
2936,2017-01-14,1229185200,1728259600,4813446800,1.0876e+10,20836692000,33295924000,35311388000
2937,2017-01-15,2086338800,2945192400,8254469200,1.7965e+10,35273244000,56310268000,59713316000
2938,2017-01-16,2236194800,3157880400,8855573200,1.9206e+10,37798156000,60335532000,63981284000
2939,2017-01-17,2262292400,3194925200,8960291600,1.9422e+10,38236876000,61035372000,64723364000
2940,2017-01-18,2199212000,3105876000,8710708000,1.8879e+10,37170996000,59333012000,62918044000
2941,2017-01-19,32039192,35739416,58613528,91373000,159271240,248166280,262546360
2942,2017-01-20,296747880,374141240,852572920,2783700000,8693259600,8782421200,8796844400
2943,2017-01-21,281731440,292103120,356218960,850300000,1382266400,1563200800,1592469600
2944,2017-01-22,461252400,480665200,600671600,755720000,1143566840,1484279480,1539394760
2945,2017-01-23,66789188,82985324,183106892,440040000,817760280,1164979160,1221146920
2946,2017-01-24,201687320,242328360,493563880,1050200000,2006226000,2752322000,2873014000
2947,2017-01-25,1126658000,1583334000,4406422000,1.0029e+10,18972496000,30322512000,32158544000
2948,2017-01-26,1882744800,2651530400,7404023200,1.6208e+10,31572128000,50395616000,53440592000
2949,2017-01-27,2009013200,2829903600,7904498800,1.7238e+10,33676780000,53747660000,56994420000
2950,2017-01-28,2036326000,2868498000,8012834000,1.7463e+10,34131688000,54472936000,57763432000
2951,2017-01-29,2036529200,2868771600,8013542800,1.7464e+10,34134780000,54477660000,57768420000
2952,2017-01-30,2039688800,2873242400,8026119200,1.749e+10,34186892000,54561324000,57857188000
2953,2017-01-31,2039589200,2873151600,8026082800,1.749e+10,34186528000,54560416000,57856192000
2954,2017-02-01,2023285200,2850159600,7961746800,1.735e+10,33913328000,54124016000,57393392000
2955,2017-02-02,1988537600,2801164800,7824678400,1.7052e+10,33330460000,53194620000,56407940000
2956,2017-02-03,1942076000,2735748000,7642084000,1.6653e+10,32551604000,51951188000,55089356000
2957,2017-02-04,53426192,72438416,189968528,536710000,1046043800,1526368600,1604068200
2958,2017-02-05,1046813600,1473912800,4114162400,9063300000,17562548000,28038356000,29732972000
2959,2017-02-06,203613800,208097400,235814200,331850000,427799560,478821320,487074840
2960,2017-02-07,5605486.8,6445596.4,11639001.2,18797000,37680232,46459304,47879448
2961,2017-02-08,107695800,156883400,460952200,6915100000,12682917600,19060447200,20092106400
2962,2017-02-09,69096764,69927572,75063476,853900000,2133075600,2599773200,2675268400
2963,2017-02-10,4366885.6,4584368.8,5928810.4,43299000,73710400,117828800,124965600
2964,2017-02-11,275821720,323599560,618953480,4109400000,17894156000,18943532000,19113284000
2965,2017-02-12,1005191800,1384511400,3729396200,8530800000,16668728000,26597816000,28203992000
2966,2017-02-13,1655286400,2314987200,6393137600,1.4372e+10,27607652000,44087044000,46752828000
2967,2017-02-14,1772372400,2482365200,6871411600,1.5422e+10,29577076000,47234772000,50091164000
2968,2017-02-15,1773927600,2485134800,6881688400,1.5441e+10,29606088000,47281736000,50141032000
2969,2017-02-16,1733088400,2428033200,6724055600,1.5087e+10,28925544000,46195368000,48989016000
2970,2017-02-17,1716460000,2175380000,5012340000,1.5034e+10,28824140000,46033580000,48817460000
2971,2017-02-18,40488692,43363916,61138028,106510000,176493120,265480640,279875680
2972,2017-02-19,908808240,1271109520,3510790160,7907400000,15164006000,24216982000,25681434000
2973,2017-02-20,499987720,625777560,1403387480,4590700000,14016864000,15309408000,15518496000
2974,2017-02-21,6567022.8,6730324.4,7739825.2,89378000,224465960,271462120,279064440
2975,2017-02-22,176026280,237104440,614678520,7793300000,14746828400,23561314800,24987187600
2976,2017-02-23,1511379600,1805730800,3625356400,1.3418e+10,25462716000,40677852000,43139124000
2977,2017-02-24,1625642000,2209566000,5819278000,1.4319e+10,27179856000,43420432000,46047584000
