Date,Max Temperature,Min Temperature,Average Temperature
2014-06-17 00,304.250,283.660,294.814
2014-06-18 00,308.020,286.080,298.177
2014-06-19 00,310.290,286.670,299.131
2014-06-20 00,310.820,286.880,299.535
2014-06-21 00,310.700,287.560,299.648
2014-06-22 00,310.260,285.780,298.827
2014-06-23 00,311.310,287.590,300.156
2014-06-24 00,310.020,289.020,300.458
2014-06-25 00,306.560,288.660,298.257
2014-06-26 00,302.570,289.080,296.171
2014-06-27 00,306.690,287.020,297.727
2014-06-28 00,309.340,288.800,299.354
2014-06-29 00,314.370,288.730,302.536
2014-06-30 00,317.870,293.820,306.836
2014-07-01 00,314.120,293.050,303.505
2014-07-02 00,313.570,291.230,302.643
2014-07-03 00,314.240,290.890,302.698
2014-07-04 00,312.830,288.980,301.272
2014-07-05 00,313.430,287.450,300.740
2014-07-06 00,315.420,288.200,302.129
2014-07-07 00,312.580,290.040,301.744
2014-07-08 00,308.880,295.060,301.855
2014-07-09 00,312.810,292.210,302.703
2014-07-10 00,312.280,289.930,301.347
2014-07-11 00,308.310,291.380,299.505
2014-07-12 00,312.320,289.690,301.271
2014-07-13 00,315.950,290.650,304.058
2014-07-14 00,319.770,293.840,307.449
2014-07-15 00,311.700,300.110,305.100
2014-07-16 00,311.110,297.420,303.771
2014-07-17 00,311.230,293.080,301.745
2014-07-18 00,311.940,291.080,301.412
2014-07-19 00,313.410,293.220,303.684
2014-07-20 00,309.670,295.920,303.068
2014-07-21 00,309.750,294.250,301.683
2014-07-22 00,309.800,291.260,300.368
2014-07-23 00,308.570,290.050,299.230
2014-07-24 00,311.920,291.040,302.112
2014-07-25 00,313.730,292.530,303.427
2014-07-26 00,315.170,292.510,304.044
2014-07-27 00,309.360,293.740,301.708
2014-07-28 00,311.040,294.890,302.913
2014-07-29 00,314.720,294.260,304.423
2014-07-30 00,316.220,297.730,306.908
2014-07-31 00,317.040,295.340,306.027
2014-08-01 00,317.260,294.090,305.480
2014-08-02 00,314.970,292.470,303.585
2014-08-03 00,313.300,292.920,303.185
2014-08-04 00,306.780,294.330,301.438
2014-08-05 00,301.780,293.570,297.732
2014-08-06 00,310.290,293.340,301.940
2014-08-07 00,313.780,294.090,303.796
2014-08-08 00,313.240,292.020,302.139
2014-08-09 00,312.400,291.070,300.987
2014-08-10 00,311.100,289.530,299.903
2014-08-11 00,312.060,290.240,300.984
2014-08-12 00,307.770,290.940,298.685
2014-08-13 00,306.310,289.000,297.766
2014-08-14 00,308.790,289.490,298.842
2014-08-15 00,310.780,288.890,299.454
2014-08-16 00,311.750,289.480,299.932
2014-08-17 00,311.950,288.440,299.640
2014-08-18 00,311.140,288.580,299.739
2014-08-19 00,309.260,289.040,298.685
2014-08-20 00,309.840,289.710,299.479
2014-08-21 00,310.440,290.070,300.006
2014-08-22 00,309.260,291.490,299.797
2014-08-23 00,309.210,288.910,298.275
2014-08-24 00,309.660,288.030,298.305
2014-08-25 00,307.130,288.970,297.265
2014-08-26 00,310.420,288.600,298.630
2014-08-27 00,312.840,289.920,300.638
2014-08-28 00,312.350,290.810,300.860
2014-08-29 00,312.390,290.740,301.175
2014-08-30 00,312.400,290.990,300.755
2014-08-31 00,311.510,289.400,299.916
2014-09-01 00,314.320,293.010,302.627
2014-09-02 00,312.640,291.940,301.030
2014-09-03 00,311.740,288.850,299.206
2014-09-04 00,311.850,290.580,300.511
2014-09-05 00,312.220,289.160,299.918
2014-09-06 00,310.840,290.100,299.344
2014-09-07 00,310.540,288.450,298.403
2014-09-08 00,306.890,287.260,296.050
2014-09-09 00,309.750,286.040,296.847
2014-09-10 00,312.240,290.260,300.514
2014-09-11 00,313.260,292.940,302.139
2014-09-12 00,313.040,292.330,302.023
2014-09-13 00,313.510,293.380,302.549
2014-09-14 00,313.250,293.720,302.806
2014-09-15 00,311.610,294.870,301.852
2014-09-16 00,308.270,289.790,298.071
2014-09-17 00,307.670,289.090,297.780
2014-09-18 00,305.270,290.820,296.900
2014-09-19 00,307.620,290.840,298.203
2014-09-20 00,308.410,290.760,298.703
2014-09-21 00,306.490,292.930,298.776
2014-09-22 00,307.780,290.110,298.191
2014-09-23 00,307.530,290.620,297.990
2014-09-24 00,306.310,289.330,297.115
2014-09-25 00,298.860,289.620,293.227
2014-09-26 00,301.610,287.710,294.187
2014-09-27 00,298.000,287.790,292.914
2014-09-28 00,296.890,289.080,292.575
2014-09-29 00,302.280,287.220,293.697
2014-09-30 00,304.160,287.340,294.747
2014-10-01 00,306.460,288.450,295.805
2014-10-02 00,307.790,283.220,295.084
2014-10-03 00,309.910,287.330,298.249
2014-10-04 00,310.880,289.500,300.261
2014-10-05 00,311.390,288.600,299.880
2014-10-06 00,311.610,289.330,300.434
2014-10-07 00,310.860,290.140,299.837
2014-10-08 00,309.240,289.090,297.815
2014-10-09 00,304.800,286.710,294.620
2014-10-10 00,304.070,285.550,293.750
2014-10-11 00,305.910,286.290,295.287
2014-10-12 00,305.590,286.460,295.529
2014-10-13 00,306.560,284.950,294.606
2014-10-14 00,303.140,286.400,293.920
2014-10-15 00,296.240,288.920,292.002
2014-10-16 00,298.420,285.000,291.463
2014-10-17 00,299.700,287.120,293.156
2014-10-18 00,302.030,286.900,294.184
2014-10-19 00,301.660,286.620,293.453
2014-10-20 00,298.570,286.240,291.417
2014-10-21 00,296.560,283.040,289.474
2014-10-22 00,298.730,283.500,290.882
2014-10-23 00,299.640,285.340,291.828
2014-10-24 00,301.120,284.340,291.880
2014-10-25 00,295.660,287.510,290.845
2014-10-26 00,294.870,282.510,288.118
2014-10-27 00,295.960,278.780,287.307
2014-10-28 00,298.820,282.110,290.136
2014-10-29 00,301.730,283.560,292.770
2014-10-30 00,302.310,286.900,293.904
2014-10-31 00,294.120,287.430,289.893
2014-11-01 00,291.730,285.590,288.369
2014-11-02 00,293.590,279.610,286.460
2014-11-03 00,293.710,279.540,286.492
2014-11-04 00,295.730,281.580,288.350
2014-11-05 00,299.110,282.980,290.442
2014-11-06 00,299.270,284.320,291.913
2014-11-07 00,298.640,284.560,291.381
2014-11-08 00,299.150,284.660,291.854
2014-11-09 00,299.010,284.960,292.022
2014-11-10 00,298.630,283.440,291.283
2014-11-11 00,296.890,283.190,289.733
2014-11-12 00,294.630,282.570,288.348
2014-11-13 00,289.300,284.990,286.391
2014-11-14 00,293.150,284.510,288.493
2014-11-15 00,293.340,282.480,287.561
2014-11-16 00,292.920,279.820,286.693
2014-11-17 00,292.420,275.840,284.173
2014-11-18 00,293.360,277.040,285.373
2014-11-19 00,290.900,284.660,287.745
2014-11-20 00,291.060,283.610,286.928
2014-11-21 00,290.490,280.730,285.927
2014-11-22 00,289.530,284.320,286.531
2014-11-23 00,289.910,280.240,284.587
2014-11-24 00,290.040,276.320,283.637
2014-11-25 00,291.070,278.570,285.104
2014-11-26 00,292.800,279.220,286.196
2014-11-27 00,293.620,281.840,287.040
2014-11-28 00,292.720,278.390,285.450
2014-11-29 00,290.150,281.770,285.790
2014-11-30 00,289.870,283.830,285.967
2014-12-01 00,288.660,284.760,286.627
2014-12-02 00,289.530,286.000,287.284
2014-12-03 00,289.090,286.210,287.625
2014-12-04 00,291.960,285.910,288.484
2014-12-05 00,292.360,285.740,288.808
2014-12-06 00,291.540,285.740,288.611
2014-12-07 00,293.290,283.550,288.084
2014-12-08 00,294.000,285.000,289.231
2014-12-09 00,292.630,287.150,289.835
2014-12-10 00,294.910,285.680,290.221
2014-12-11 00,291.240,285.490,289.168
2014-12-12 00,286.980,282.820,284.711
2014-12-13 00,287.680,279.920,283.712
2014-12-14 00,287.460,279.380,283.460
2014-12-15 00,286.160,282.770,284.032
2014-12-16 00,287.110,282.800,284.561
2014-12-17 00,286.110,282.330,284.188
2014-12-18 00,286.220,281.580,283.640
2014-12-19 00,286.100,281.970,284.020
2014-12-20 00,287.060,283.980,285.488
2014-12-21 00,289.530,285.600,287.338
2014-12-22 00,292.330,284.540,287.855
2014-12-23 00,292.470,280.580,286.527
2014-12-24 00,288.860,281.140,285.154
2014-12-25 00,285.490,275.710,280.202
2014-12-26 00,285.050,273.290,278.526
2014-12-27 00,283.590,272.880,278.268
2014-12-28 00,284.980,274.240,279.884
2014-12-29 00,285.460,274.020,279.581
2014-12-30 00,284.090,273.100,278.200
2014-12-31 00,282.370,270.790,275.335
2015-01-01 00,281.730,270.210,275.659
2015-01-02 00,282.300,271.250,276.542
2015-01-03 00,283.390,272.290,277.620
2015-01-04 00,283.770,273.720,278.085
2015-01-05 00,286.850,274.600,280.277
2015-01-06 00,289.270,276.420,282.242
2015-01-07 00,290.220,276.560,282.807
2015-01-08 00,290.710,278.250,283.587
2015-01-09 00,291.170,280.480,285.721
2015-01-10 00,289.290,282.990,285.736
2015-01-11 00,291.120,282.110,286.047
2015-01-12 00,290.610,280.510,285.063
2015-01-13 00,290.610,279.400,284.008
2015-01-14 00,289.630,277.600,282.947
2015-01-15 00,291.510,278.190,284.782
2015-01-16 00,286.690,282.070,284.830
2015-01-17 00,289.860,283.110,285.935
2015-01-18 00,291.320,283.330,287.185
2015-01-19 00,293.230,284.060,287.876
2015-01-20 00,289.500,279.810,283.944
2015-01-21 00,289.310,277.190,282.516
2015-01-22 00,288.070,277.080,282.326
2015-01-23 00,291.070,275.670,282.881
2015-01-24 00,292.580,277.540,284.594
2015-01-25 00,291.810,279.290,284.991
2015-01-26 00,292.790,279.560,285.875
2015-01-27 00,290.630,283.430,286.807
2015-01-28 00,292.220,280.820,286.231
2015-01-29 00,292.430,279.810,285.965
2015-01-30 00,292.620,279.370,285.176
2015-01-31 00,292.180,279.820,284.842
2015-02-01 00,291.150,278.180,284.716
2015-02-02 00,291.560,282.740,286.436
2015-02-03 00,291.890,281.180,286.635
2015-02-04 00,294.810,282.440,287.830
2015-02-05 00,295.070,282.560,288.654
2015-02-06 00,289.380,287.750,288.810
2015-02-07 00,291.110,285.420,287.530
2015-02-08 00,288.750,285.000,286.542
2015-02-09 00,290.880,282.240,286.723
2015-02-10 00,290.410,278.140,283.712
2015-02-11 00,291.810,279.030,284.817
2015-02-12 00,294.220,279.530,286.776
2015-02-13 00,294.990,281.970,287.627
2015-02-14 00,294.910,282.320,287.828
2015-02-15 00,295.360,279.770,287.484
2015-02-16 00,294.280,281.460,287.320
2015-02-17 00,293.470,280.460,286.903
2015-02-18 00,292.830,280.600,286.980
2015-02-19 00,294.550,281.890,288.164
2015-02-20 00,295.100,281.190,287.679
2015-02-21 00,293.720,278.860,286.182
2015-02-22 00,289.510,278.120,283.605
2015-02-23 00,288.090,273.530,280.310
2015-02-24 00,290.090,271.850,281.012
2015-02-25 00,291.690,275.260,283.802
2015-02-26 00,293.740,277.310,285.366
2015-02-27 00,291.550,280.690,285.750
2015-02-28 00,287.420,279.260,283.464
2015-03-01 00,291.050,275.990,283.516
2015-03-02 00,289.940,277.140,283.953
2015-03-03 00,290.810,278.290,285.099
2015-03-04 00,292.100,276.500,284.465
2015-03-05 00,293.580,278.450,285.710
2015-03-06 00,294.670,276.870,285.640
2015-03-07 00,295.640,279.500,287.285
2015-03-08 00,296.270,281.040,288.921
2015-03-09 00,297.540,280.690,289.554
2015-03-10 00,297.110,282.270,290.004
2015-03-11 00,289.200,285.120,287.928
2015-03-12 00,296.260,282.130,288.478
2015-03-13 00,297.820,284.170,290.808
2015-03-14 00,296.730,287.250,291.763
2015-03-15 00,298.890,287.910,293.113
2015-03-16 00,296.340,285.960,290.953
2015-03-17 00,296.080,284.850,290.003
2015-03-18 00,296.330,281.720,288.735
2015-03-19 00,297.730,280.020,288.557
2015-03-20 00,296.730,282.610,288.942
2015-03-21 00,295.680,284.710,289.125
2015-03-22 00,294.530,282.470,287.745
2015-03-23 00,291.710,282.650,286.582
2015-03-24 00,289.940,281.050,284.965
2015-03-25 00,296.350,279.690,287.200
2015-03-26 00,299.200,282.680,290.872
2015-03-27 00,299.670,287.250,292.507
2015-03-28 00,298.380,283.660,290.080
2015-03-29 00,298.270,280.210,289.057
2015-03-30 00,299.440,284.330,290.935
2015-03-31 00,295.090,282.510,288.526
2015-04-01 00,292.640,278.020,285.012
2015-04-02 00,293.540,278.500,284.499
2015-04-03 00,294.730,276.570,284.951
2015-04-04 00,293.390,278.120,285.297
2015-04-05 00,288.910,279.160,283.662
2015-04-06 00,290.440,276.170,283.178
2015-04-07 00,286.540,280.260,282.507
2015-04-08 00,288.830,279.710,283.297
2015-04-09 00,292.820,277.250,285.211
2015-04-10 00,295.030,280.730,287.338
2015-04-11 00,295.460,281.050,288.213
2015-04-12 00,299.070,281.800,290.689
2015-04-13 00,296.300,281.980,288.382
2015-04-14 00,289.920,278.720,283.792
2015-04-15 00,294.140,276.090,284.574
2015-04-16 00,298.010,278.950,287.957
2015-04-17 00,299.770,281.600,290.550
2015-04-18 00,301.050,284.050,292.529
2015-04-19 00,301.880,286.240,293.409
2015-04-20 00,301.320,286.680,292.988
2015-04-21 00,298.420,284.350,290.716
2015-04-22 00,299.390,283.310,290.860
2015-04-23 00,299.070,285.610,291.486
2015-04-24 00,294.120,280.480,287.710
2015-04-25 00,291.500,280.600,285.234
2015-04-26 00,296.780,281.720,288.833
2015-04-27 00,302.260,283.920,293.030
2015-04-28 00,302.030,285.030,293.282
2015-04-29 00,301.250,284.330,292.990
2015-04-30 00,303.900,286.460,295.072
2015-05-01 00,305.050,286.790,296.225
2015-05-02 00,303.590,287.000,295.040
2015-05-03 00,301.760,285.220,292.924
2015-05-04 00,299.910,283.040,290.827
2015-05-05 00,299.120,281.840,290.171
2015-05-06 00,298.310,281.900,289.532
2015-05-07 00,294.080,280.630,287.146
2015-05-08 00,297.180,279.820,288.239
2015-05-09 00,299.800,282.650,290.997
2015-05-10 00,301.340,283.340,291.982
2015-05-11 00,299.270,283.270,290.775
2015-05-12 00,295.270,281.090,287.904
2015-05-13 00,295.400,281.460,288.270
2015-05-14 00,294.680,280.750,288.370
2015-05-15 00,295.420,283.900,289.415
2015-05-16 00,297.730,282.930,290.125
2015-05-17 00,297.830,283.620,290.807
2015-05-18 00,296.450,283.170,289.640
2015-05-19 00,298.120,282.070,290.901
2015-05-20 00,299.300,283.550,291.510
2015-05-21 00,298.950,283.690,291.466
2015-05-22 00,295.300,284.150,289.700
2015-05-23 00,298.090,284.220,291.405
2015-05-24 00,303.000,286.290,294.432
2015-05-25 00,302.770,285.190,293.975
2015-05-26 00,303.570,285.200,294.319
2015-05-27 00,304.120,285.360,295.002
2015-05-28 00,305.620,285.750,296.101
2015-05-29 00,306.740,287.000,297.211
2015-05-30 00,307.460,287.100,297.445
2015-05-31 00,304.680,286.540,295.250
2015-06-01 00,301.560,285.210,293.833
2015-06-02 00,303.430,285.540,295.040
2015-06-03 00,303.970,286.740,295.844
2015-06-04 00,304.110,288.290,296.197
2015-06-05 00,307.970,289.140,298.844
2015-06-06 00,307.960,289.360,299.173
2015-06-07 00,312.620,291.260,302.558
2015-06-08 00,314.740,294.590,305.550
2015-06-09 00,308.440,294.260,301.480
2015-06-10 00,298.740,291.910,295.175
2015-06-11 00,310.980,290.260,300.835
2015-06-12 00,315.300,292.800,304.385
2015-06-13 00,314.150,292.780,304.102
2015-06-14 00,311.300,290.090,300.940
2015-06-15 00,309.530,287.470,298.816
2015-06-16 00,312.210,287.570,300.348
2015-06-17 00,313.030,289.090,301.651
2015-06-18 00,310.760,289.140,300.491
2015-06-19 00,310.260,286.640,299.020
2015-06-20 00,312.020,289.160,301.083
2015-06-21 00,307.320,287.700,298.092
2015-06-22 00,308.690,285.430,297.968
2015-06-23 00,309.880,287.780,299.568
2015-06-24 00,311.940,289.220,301.324
2015-06-25 00,315.240,292.300,304.466
2015-06-26 00,314.860,293.950,304.852
2015-06-27 00,313.210,293.280,303.663
2015-06-28 00,311.730,296.390,303.793
2015-06-29 00,314.460,290.900,303.257
2015-06-30 00,317.470,293.990,306.530
2015-07-01 00,315.790,297.080,307.417
2015-07-02 00,314.670,296.270,306.299
2015-07-03 00,314.410,296.900,306.080
2015-07-04 00,313.390,294.580,304.551
2015-07-05 00,311.430,293.690,302.861
2015-07-06 00,309.630,293.050,301.204
2015-07-07 00,307.600,290.590,299.461
2015-07-08 00,307.610,289.360,298.832
2015-07-09 00,305.960,289.970,298.493
2015-07-10 00,299.820,291.770,296.051
2015-07-11 00,308.800,290.280,299.941
2015-07-12 00,308.060,290.370,299.579
2015-07-13 00,309.930,289.240,300.081
2015-07-14 00,309.080,290.520,299.907
2015-07-15 00,311.300,289.040,300.660
2015-07-16 00,312.840,291.080,302.360
2015-07-17 00,313.670,291.340,302.862
2015-07-18 00,311.270,292.010,301.440
2015-07-19 00,312.310,292.390,302.764
2015-07-20 00,315.330,295.480,305.770
2015-07-21 00,313.420,294.270,303.858
2015-07-22 00,309.410,292.200,300.257
2015-07-23 00,306.620,286.910,296.862
2015-07-24 00,308.010,287.170,297.780
2015-07-25 00,308.810,286.250,297.952
2015-07-26 00,310.140,287.530,299.300
2015-07-27 00,312.340,289.400,301.265
2015-07-28 00,315.050,290.460,304.018
2015-07-29 00,317.800,291.890,305.472
2015-07-30 00,312.090,293.780,303.635
2015-07-31 00,314.340,294.340,304.342
2015-08-01 00,313.750,293.730,303.960
2015-08-02 00,312.770,293.430,302.343
2015-08-03 00,310.540,291.010,300.461
2015-08-04 00,307.710,288.880,298.573
2015-08-05 00,309.890,287.500,299.154
2015-08-06 00,312.470,291.490,302.502
2015-08-07 00,309.930,294.530,301.755
2015-08-08 00,311.310,290.550,300.677
2015-08-09 00,311.280,290.080,300.502
2015-08-10 00,309.480,290.880,299.716
2015-08-11 00,307.190,288.490,297.480
2015-08-12 00,307.980,288.240,297.909
2015-08-13 00,308.430,288.040,297.942
2015-08-14 00,308.080,287.410,298.082
2015-08-15 00,314.100,290.570,302.594
2015-08-16 00,316.770,295.210,305.765
2015-08-17 00,317.720,295.920,305.585
2015-08-18 00,312.650,290.680,300.846
2015-08-19 00,311.940,289.390,299.692
2015-08-20 00,312.150,288.650,299.721
2015-08-21 00,311.540,289.760,299.871
2015-08-22 00,310.940,289.540,299.373
2015-08-23 00,310.430,289.070,299.465
2015-08-24 00,311.930,291.770,300.882
2015-08-25 00,311.760,290.810,300.037
2015-08-26 00,309.920,289.370,299.410
2015-08-27 00,313.090,291.820,301.994
2015-08-28 00,312.600,293.020,302.317
2015-08-29 00,305.010,291.300,297.902
2015-08-30 00,306.560,286.660,296.352
2015-08-31 00,309.250,289.560,298.402
2015-09-01 00,309.450,288.770,298.485
2015-09-02 00,306.370,288.760,296.852
2015-09-03 00,303.690,288.120,295.041
2015-09-04 00,302.920,284.700,293.200
2015-09-05 00,304.110,284.850,294.189
2015-09-06 00,308.290,286.390,297.319
2015-09-07 00,311.490,289.690,300.372
2015-09-08 00,314.750,290.810,302.512
2015-09-09 00,315.800,294.660,304.845
2015-09-10 00,317.270,295.930,305.547
2015-09-11 00,316.210,296.220,304.660
2015-09-12 00,311.540,291.570,300.636
2015-09-13 00,308.960,295.310,301.583
2015-09-14 00,303.920,293.740,297.828
2015-09-15 00,300.920,290.150,294.968
2015-09-16 00,295.700,284.600,289.929
2015-09-17 00,300.940,286.290,292.555
2015-09-18 00,306.050,286.250,295.594
2015-09-19 00,310.140,289.240,299.278
2015-09-20 00,313.880,292.110,302.713
2015-09-21 00,313.760,295.330,303.235
2015-09-22 00,308.010,290.790,298.053
2015-09-23 00,306.740,285.350,295.420
2015-09-24 00,310.640,288.730,299.120
2015-09-25 00,310.430,292.260,299.942
2015-09-26 00,309.530,289.640,298.796
2015-09-27 00,309.080,290.780,298.948
2015-09-28 00,307.500,292.140,298.371
2015-09-29 00,303.180,288.780,294.782
2015-09-30 00,302.770,291.290,296.139
2015-10-01 00,299.800,292.000,295.452
2015-10-02 00,305.830,287.990,296.180
2015-10-03 00,306.130,287.270,295.683
2015-10-04 00,306.230,285.640,295.270
2015-10-05 00,305.920,287.870,295.809
2015-10-06 00,305.360,287.680,295.582
2015-10-07 00,306.370,288.320,296.614
2015-10-08 00,308.500,290.790,298.736
2015-10-09 00,308.320,289.480,297.976
2015-10-10 00,305.980,288.060,296.193
2015-10-11 00,306.610,289.680,296.954
2015-10-12 00,309.330,289.150,298.986
2015-10-13 00,311.150,291.860,301.374
2015-10-14 00,309.510,292.080,300.155
2015-10-15 00,304.480,290.300,296.314
2015-10-16 00,305.180,289.810,296.446
2015-10-17 00,297.230,288.820,292.648
2015-10-18 00,298.080,285.590,291.536
2015-10-19 00,297.540,285.270,290.898
2015-10-20 00,301.680,284.480,292.064
2015-10-21 00,303.120,283.390,293.741
2015-10-22 00,302.480,285.920,293.930
2015-10-23 00,302.610,284.380,293.443
2015-10-24 00,301.850,286.770,293.687
2015-10-25 00,301.310,287.270,293.384
2015-10-26 00,301.370,285.250,293.270
2015-10-27 00,299.600,287.010,293.508
2015-10-28 00,293.720,285.710,291.091
2015-10-29 00,298.390,281.570,288.968
2015-10-30 00,302.650,280.430,291.071
2015-10-31 00,302.930,285.910,293.603
2015-11-01 00,294.150,287.750,290.581
2015-11-02 00,290.830,282.810,287.900
2015-11-03 00,291.630,279.620,285.669
2015-11-04 00,290.710,279.240,284.236
2015-11-05 00,290.890,278.090,284.562
2015-11-06 00,293.050,275.890,284.878
2015-11-07 00,293.830,279.690,286.323
2015-11-08 00,291.760,279.570,285.734
2015-11-09 00,287.430,281.400,284.367
2015-11-10 00,289.500,280.580,284.624
2015-11-11 00,289.570,277.770,283.605
2015-11-12 00,290.700,276.670,283.440
2015-11-13 00,291.980,278.310,285.020
2015-11-14 00,292.010,279.190,285.080
2015-11-15 00,287.260,280.930,283.998
2015-11-16 00,286.560,276.100,280.980
2015-11-17 00,289.600,274.670,282.159
2015-11-18 00,291.940,277.040,284.425
2015-11-19 00,293.300,279.830,286.517
2015-11-20 00,295.510,280.410,287.682
2015-11-21 00,293.890,280.150,287.246
2015-11-22 00,293.920,281.000,287.697
2015-11-23 00,292.660,282.290,286.650
2015-11-24 00,285.410,280.650,282.870
2015-11-25 00,283.720,277.000,280.394
2015-11-26 00,284.560,271.840,278.078
2015-11-27 00,285.900,271.630,277.880
2015-11-28 00,284.900,271.490,277.104
2015-11-29 00,284.380,270.240,277.308
2015-11-30 00,285.210,272.860,279.305
2015-12-01 00,286.630,273.270,280.653
2015-12-02 00,288.060,279.770,283.585
2015-12-03 00,284.670,278.780,281.388
2015-12-04 00,288.470,280.010,283.692
2015-12-05 00,288.090,277.670,282.465
2015-12-06 00,284.980,278.100,281.887
2015-12-07 00,288.410,282.090,284.987
2015-12-08 00,291.000,280.660,285.896
2015-12-09 00,289.010,281.660,285.951
2015-12-10 00,287.290,283.070,285.332
2015-12-11 00,287.170,280.680,283.923
2015-12-12 00,286.630,278.530,283.087
2015-12-13 00,284.240,279.570,282.462
2015-12-14 00,284.270,274.190,278.730
2015-12-15 00,283.740,273.220,277.299
2015-12-16 00,282.570,271.460,277.022
2015-12-17 00,282.990,276.150,279.135
2015-12-18 00,284.290,275.190,279.976
2015-12-19 00,284.260,279.160,281.432
2015-12-20 00,282.370,276.400,279.755
2015-12-21 00,284.160,280.470,282.385
2015-12-22 00,289.490,282.840,285.970
2015-12-23 00,285.710,277.640,281.798
2015-12-24 00,283.280,276.020,279.263
2015-12-25 00,283.280,275.260,278.201
2015-12-26 00,283.230,273.160,277.460
2015-12-27 00,282.530,272.100,277.394
2015-12-28 00,282.670,274.760,278.295
2015-12-29 00,282.340,271.920,277.028
2015-12-30 00,283.030,273.970,277.478
2015-12-31 00,281.810,270.740,275.517
2016-01-01 00,281.730,269.770,274.553
2016-01-02 00,281.610,271.170,275.916
2016-01-03 00,286.580,276.210,280.863
2016-01-04 00,282.390,280.120,281.220
2016-01-05 00,285.720,281.400,282.817
2016-01-06 00,285.040,280.830,282.560
2016-01-07 00,284.960,279.390,281.775
2016-01-08 00,285.010,276.270,280.347
2016-01-09 00,283.110,279.480,280.967
2016-01-10 00,286.680,279.530,282.102
2016-01-11 00,287.210,278.280,281.785
2016-01-12 00,288.990,276.650,282.574
2016-01-13 00,286.730,281.460,283.333
2016-01-14 00,285.840,278.790,282.406
2016-01-15 00,287.950,280.130,283.770
2016-01-16 00,287.520,281.880,283.887
2016-01-17 00,288.130,281.320,285.059
2016-01-18 00,288.560,283.800,286.015
2016-01-19 00,287.080,283.530,284.837
2016-01-20 00,289.440,280.600,285.122
2016-01-21 00,291.410,281.380,285.820
2016-01-22 00,288.950,284.480,286.442
2016-01-23 00,286.550,281.920,283.786
2016-01-24 00,286.450,279.310,282.876
2016-01-25 00,288.720,279.320,283.542
2016-01-26 00,288.750,277.670,282.914
2016-01-27 00,290.010,279.410,284.303
2016-01-28 00,286.250,278.710,282.607
2016-01-29 00,287.850,282.870,285.188
2016-01-30 00,287.850,282.330,285.253
2016-01-31 00,285.200,276.720,281.453
2016-02-01 00,284.400,271.670,277.823
2016-02-02 00,280.950,274.640,276.919
2016-02-03 00,282.790,274.190,278.063
2016-02-04 00,287.020,275.760,280.826
2016-02-05 00,288.190,275.880,281.213
2016-02-06 00,289.540,275.710,281.993
2016-02-07 00,293.610,276.480,284.217
2016-02-08 00,294.540,278.970,286.481
2016-02-09 00,294.530,281.710,287.640
2016-02-10 00,294.300,282.680,287.826
2016-02-11 00,295.080,282.850,288.602
2016-02-12 00,294.530,282.620,288.541
2016-02-13 00,293.680,281.510,287.440
2016-02-14 00,294.120,278.880,286.043
2016-02-15 00,295.940,280.670,287.497
2016-02-16 00,295.090,281.330,287.877
2016-02-17 00,291.850,284.570,287.868
2016-02-18 00,286.340,280.420,283.857
2016-02-19 00,288.780,277.980,283.532
2016-02-20 00,290.500,278.800,284.822
2016-02-21 00,290.600,277.870,284.101
2016-02-22 00,292.070,277.080,283.970
2016-02-23 00,292.050,275.900,284.004
2016-02-24 00,293.670,278.340,285.875
2016-02-25 00,294.950,280.230,287.521
2016-02-26 00,294.690,281.730,287.845
2016-02-27 00,293.140,280.510,286.868
2016-02-28 00,293.490,280.350,286.815
2016-02-29 00,294.720,280.760,287.404
2016-03-01 00,295.560,283.070,289.221
2016-03-02 00,295.710,283.890,289.220
2016-03-03 00,292.310,287.100,289.100
2016-03-04 00,293.300,286.270,289.145
2016-03-05 00,290.040,286.680,287.859
2016-03-06 00,288.520,282.230,285.447
2016-03-07 00,286.430,280.430,282.970
2016-03-08 00,287.400,276.210,282.516
2016-03-09 00,287.210,282.360,284.730
2016-03-10 00,289.780,284.050,287.321
2016-03-11 00,289.630,283.090,286.761
2016-03-12 00,285.860,282.130,283.609
2016-03-13 00,285.460,282.740,283.942
2016-03-14 00,291.450,281.540,285.346
2016-03-15 00,292.070,280.170,285.211
2016-03-16 00,294.650,278.620,286.473
2016-03-17 00,296.480,280.720,288.644
2016-03-18 00,296.040,282.970,289.181
2016-03-19 00,294.400,283.090,288.113
2016-03-20 00,290.070,284.860,287.213
2016-03-21 00,289.280,282.090,286.088
2016-03-22 00,288.570,280.120,283.779
2016-03-23 00,291.150,277.740,284.257
2016-03-24 00,293.450,280.320,286.930
2016-03-25 00,295.220,283.500,288.274
2016-03-26 00,294.430,279.520,287.086
2016-03-27 00,294.840,282.310,287.855
2016-03-28 00,288.180,278.430,283.136
2016-03-29 00,289.450,274.480,282.301
2016-03-30 00,293.140,279.130,285.918
2016-03-31 00,295.430,281.320,287.836
2016-04-01 00,296.150,281.880,288.432
2016-04-02 00,297.590,283.460,290.182
2016-04-03 00,296.780,285.320,289.821
2016-04-04 00,297.470,282.720,289.416
2016-04-05 00,297.350,281.350,289.097
2016-04-06 00,300.680,281.760,290.896
2016-04-07 00,298.620,286.570,291.837
2016-04-08 00,296.650,284.020,290.019
2016-04-09 00,290.100,286.950,288.400
2016-04-10 00,290.390,286.260,288.040
2016-04-11 00,293.680,285.540,289.236
